  0.11186E+01  0.72962E+01  0.22868E+01
  0.11175E+01  0.72871E+01  0.22829E+01
  0.11165E+01  0.72780E+01  0.22790E+01
  0.11154E+01  0.72691E+01  0.22751E+01
  0.11144E+01  0.72602E+01  0.22712E+01
  0.11133E+01  0.72512E+01  0.22673E+01
  0.11123E+01  0.72420E+01  0.22634E+01
  0.11112E+01  0.72331E+01  0.22596E+01
  0.11102E+01  0.72242E+01  0.22557E+01
  0.11091E+01  0.72153E+01  0.22518E+01
  0.11081E+01  0.72061E+01  0.22479E+01
  0.11070E+01  0.71970E+01  0.22441E+01
  0.11059E+01  0.71880E+01  0.22402E+01
  0.11049E+01  0.71791E+01  0.22364E+01
  0.11038E+01  0.71701E+01  0.22325E+01
  0.11028E+01  0.71610E+01  0.22287E+01
  0.11017E+01  0.71521E+01  0.22248E+01
  0.11007E+01  0.71432E+01  0.22210E+01
  0.10996E+01  0.71343E+01  0.22171E+01
  0.10986E+01  0.71253E+01  0.22133E+01
  0.10975E+01  0.71163E+01  0.22095E+01
  0.10965E+01  0.71074E+01  0.22056E+01
  0.10954E+01  0.70985E+01  0.22018E+01
  0.10944E+01  0.70896E+01  0.21980E+01
  0.10933E+01  0.70805E+01  0.21942E+01
  0.10922E+01  0.70717E+01  0.21904E+01
  0.10912E+01  0.70628E+01  0.21865E+01
  0.10902E+01  0.70540E+01  0.21827E+01
  0.10891E+01  0.70450E+01  0.21789E+01
  0.10880E+01  0.70361E+01  0.21751E+01
  0.10870E+01  0.70273E+01  0.21713E+01
  0.10860E+01  0.70185E+01  0.21675E+01
  0.10849E+01  0.70096E+01  0.21638E+01
  0.10838E+01  0.70005E+01  0.21600E+01
  0.10828E+01  0.69917E+01  0.21562E+01
  0.10818E+01  0.69829E+01  0.21524E+01
  0.10807E+01  0.69740E+01  0.21486E+01
  0.10796E+01  0.69650E+01  0.21449E+01
  0.10786E+01  0.69562E+01  0.21411E+01
  0.10776E+01  0.69475E+01  0.21373E+01
  0.10765E+01  0.69387E+01  0.21336E+01
  0.10755E+01  0.69299E+01  0.21298E+01
  0.10744E+01  0.69210E+01  0.21261E+01
  0.10734E+01  0.69122E+01  0.21223E+01
  0.10723E+01  0.69034E+01  0.21186E+01
  0.10713E+01  0.68945E+01  0.21148E+01
  0.10702E+01  0.68854E+01  0.21111E+01
  0.10691E+01  0.68767E+01  0.21074E+01
  0.10681E+01  0.68679E+01  0.21036E+01
  0.10671E+01  0.68591E+01  0.20999E+01
  0.10660E+01  0.68503E+01  0.20962E+01
  0.10649E+01  0.68414E+01  0.20925E+01
  0.10639E+01  0.68328E+01  0.20888E+01
  0.10629E+01  0.68240E+01  0.20851E+01
  0.10618E+01  0.68152E+01  0.20813E+01
  0.10608E+01  0.68063E+01  0.20776E+01
  0.10597E+01  0.67976E+01  0.20739E+01
  0.10587E+01  0.67890E+01  0.20702E+01
  0.10576E+01  0.67801E+01  0.20665E+01
  0.10566E+01  0.67711E+01  0.20629E+01
  0.10555E+01  0.67625E+01  0.20592E+01
  0.10545E+01  0.67538E+01  0.20555E+01
  0.10534E+01  0.67451E+01  0.20518E+01
  0.10524E+01  0.67363E+01  0.20481E+01
  0.10513E+01  0.67276E+01  0.20445E+01
  0.10503E+01  0.67190E+01  0.20408E+01
  0.10493E+01  0.67103E+01  0.20371E+01
  0.10482E+01  0.67016E+01  0.20335E+01
  0.10472E+01  0.66928E+01  0.20298E+01
  0.10461E+01  0.66842E+01  0.20262E+01
  0.10451E+01  0.66756E+01  0.20225E+01
  0.10440E+01  0.66668E+01  0.20189E+01
  0.10430E+01  0.66579E+01  0.20152E+01
  0.10419E+01  0.66493E+01  0.20116E+01
  0.10409E+01  0.66407E+01  0.20080E+01
  0.10398E+01  0.66320E+01  0.20043E+01
  0.10388E+01  0.66231E+01  0.20007E+01
  0.10377E+01  0.66145E+01  0.19971E+01
  0.10367E+01  0.66059E+01  0.19935E+01
  0.10357E+01  0.65973E+01  0.19898E+01
  0.10346E+01  0.65885E+01  0.19862E+01
  0.10336E+01  0.65798E+01  0.19826E+01
  0.10325E+01  0.65713E+01  0.19790E+01
  0.10315E+01  0.65627E+01  0.19754E+01
  0.10304E+01  0.65540E+01  0.19718E+01
  0.10294E+01  0.65452E+01  0.19682E+01
  0.10283E+01  0.65366E+01  0.19646E+01
  0.10273E+01  0.65281E+01  0.19610E+01
  0.10263E+01  0.65194E+01  0.19574E+01
  0.10252E+01  0.65106E+01  0.19539E+01
  0.10242E+01  0.65021E+01  0.19503E+01
  0.10231E+01  0.64936E+01  0.19467E+01
  0.10221E+01  0.64850E+01  0.19431E+01
  0.10210E+01  0.64762E+01  0.19396E+01
  0.10200E+01  0.64677E+01  0.19360E+01
  0.10190E+01  0.64592E+01  0.19325E+01
  0.10179E+01  0.64506E+01  0.19289E+01
  0.10169E+01  0.64419E+01  0.19254E+01
  0.10158E+01  0.64334E+01  0.19218E+01
  0.10148E+01  0.64248E+01  0.19183E+01
  0.10137E+01  0.64163E+01  0.19147E+01
  0.10127E+01  0.64077E+01  0.19112E+01
  0.10116E+01  0.63991E+01  0.19077E+01
  0.10106E+01  0.63906E+01  0.19041E+01
  0.10096E+01  0.63822E+01  0.19006E+01
  0.10085E+01  0.63736E+01  0.18971E+01
  0.10075E+01  0.63649E+01  0.18936E+01
  0.10064E+01  0.63564E+01  0.18900E+01
  0.10054E+01  0.63479E+01  0.18865E+01
  0.10044E+01  0.63394E+01  0.18830E+01
  0.10033E+01  0.63307E+01  0.18795E+01
  0.10023E+01  0.63223E+01  0.18760E+01
  0.10012E+01  0.63138E+01  0.18725E+01
  0.10002E+01  0.63053E+01  0.18690E+01
  0.99913E+00  0.62966E+01  0.18655E+01
  0.99810E+00  0.62882E+01  0.18621E+01
  0.99707E+00  0.62798E+01  0.18586E+01
  0.99603E+00  0.62713E+01  0.18551E+01
  0.99497E+00  0.62627E+01  0.18516E+01
  0.99394E+00  0.62542E+01  0.18481E+01
  0.99290E+00  0.62458E+01  0.18447E+01
  0.99186E+00  0.62373E+01  0.18412E+01
  0.99079E+00  0.62286E+01  0.18378E+01
  0.98977E+00  0.62203E+01  0.18343E+01
  0.98874E+00  0.62119E+01  0.18308E+01
  0.98770E+00  0.62035E+01  0.18274E+01
  0.98664E+00  0.61949E+01  0.18240E+01
  0.98562E+00  0.61866E+01  0.18205E+01
  0.98459E+00  0.61782E+01  0.18171E+01
  0.98355E+00  0.61697E+01  0.18136E+01
  0.98248E+00  0.61611E+01  0.18102E+01
  0.98146E+00  0.61528E+01  0.18068E+01
  0.98043E+00  0.61445E+01  0.18034E+01
  0.97940E+00  0.61361E+01  0.17999E+01
  0.97834E+00  0.61275E+01  0.17965E+01
  0.97732E+00  0.61192E+01  0.17931E+01
  0.97628E+00  0.61108E+01  0.17897E+01
  0.97524E+00  0.61024E+01  0.17863E+01
  0.97418E+00  0.60939E+01  0.17829E+01
  0.97316E+00  0.60856E+01  0.17795E+01
  0.97213E+00  0.60773E+01  0.17761E+01
  0.97110E+00  0.60690E+01  0.17727E+01
